./imgs/airplane/train_29.jpg airplane
./imgs/airplane/train_30.jpg airplane
./imgs/airplane/train_35.jpg airplane
./imgs/airplane/train_49.jpg airplane
./imgs/airplane/train_77.jpg airplane
./imgs/airplane/train_93.jpg airplane
./imgs/airplane/train_115.jpg airplane
./imgs/airplane/train_116.jpg airplane
./imgs/airplane/train_129.jpg airplane
./imgs/airplane/train_165.jpg airplane
./imgs/airplane/train_179.jpg airplane
./imgs/airplane/train_185.jpg airplane
./imgs/airplane/train_189.jpg airplane
./imgs/airplane/train_199.jpg airplane
./imgs/airplane/train_213.jpg airplane
./imgs/airplane/train_220.jpg airplane
./imgs/airplane/train_223.jpg airplane
./imgs/airplane/train_233.jpg airplane
./imgs/airplane/train_264.jpg airplane
./imgs/airplane/train_276.jpg airplane
./imgs/airplane/train_279.jpg airplane
./imgs/airplane/train_284.jpg airplane
./imgs/airplane/train_293.jpg airplane
./imgs/airplane/train_308.jpg airplane
./imgs/airplane/train_317.jpg airplane
./imgs/airplane/train_332.jpg airplane
./imgs/airplane/train_341.jpg airplane
./imgs/airplane/train_344.jpg airplane
./imgs/airplane/train_348.jpg airplane
./imgs/airplane/train_349.jpg airplane
./imgs/airplane/train_352.jpg airplane
./imgs/airplane/train_371.jpg airplane
./imgs/automobile/train_4.jpg automobile
./imgs/automobile/train_5.jpg automobile
./imgs/automobile/train_32.jpg automobile
./imgs/automobile/train_44.jpg automobile
./imgs/automobile/train_45.jpg automobile
./imgs/automobile/train_46.jpg automobile
./imgs/automobile/train_60.jpg automobile
./imgs/automobile/train_61.jpg automobile
./imgs/automobile/train_64.jpg automobile
./imgs/automobile/train_65.jpg automobile
./imgs/automobile/train_75.jpg automobile
./imgs/automobile/train_79.jpg automobile
./imgs/automobile/train_94.jpg automobile
./imgs/automobile/train_96.jpg automobile
./imgs/automobile/train_97.jpg automobile
./imgs/automobile/train_99.jpg automobile
./imgs/automobile/train_105.jpg automobile
./imgs/automobile/train_112.jpg automobile
./imgs/automobile/train_119.jpg automobile
./imgs/automobile/train_126.jpg automobile
./imgs/automobile/train_134.jpg automobile
./imgs/automobile/train_136.jpg automobile
./imgs/automobile/train_137.jpg automobile
./imgs/automobile/train_140.jpg automobile
./imgs/automobile/train_160.jpg automobile
./imgs/automobile/train_168.jpg automobile
./imgs/automobile/train_176.jpg automobile
./imgs/automobile/train_184.jpg automobile
./imgs/automobile/train_201.jpg automobile
./imgs/automobile/train_206.jpg automobile
./imgs/automobile/train_212.jpg automobile
./imgs/automobile/train_226.jpg automobile
./imgs/bird/train_6.jpg bird
./imgs/bird/train_13.jpg bird
./imgs/bird/train_18.jpg bird
./imgs/bird/train_24.jpg bird
./imgs/bird/train_41.jpg bird
./imgs/bird/train_42.jpg bird
./imgs/bird/train_47.jpg bird
./imgs/bird/train_48.jpg bird
./imgs/bird/train_54.jpg bird
./imgs/bird/train_55.jpg bird
./imgs/bird/train_57.jpg bird
./imgs/bird/train_63.jpg bird
./imgs/bird/train_90.jpg bird
./imgs/bird/train_108.jpg bird
./imgs/bird/train_120.jpg bird
./imgs/bird/train_121.jpg bird
./imgs/bird/train_123.jpg bird
./imgs/bird/train_138.jpg bird
./imgs/bird/train_144.jpg bird
./imgs/bird/train_171.jpg bird
./imgs/bird/train_194.jpg bird
./imgs/bird/train_196.jpg bird
./imgs/bird/train_218.jpg bird
./imgs/bird/train_271.jpg bird
./imgs/bird/train_281.jpg bird
./imgs/bird/train_283.jpg bird
./imgs/bird/train_288.jpg bird
./imgs/bird/train_300.jpg bird
./imgs/bird/train_303.jpg bird
./imgs/bird/train_335.jpg bird
./imgs/bird/train_356.jpg bird
./imgs/bird/train_358.jpg bird
./imgs/cat/train_9.jpg cat
./imgs/cat/train_17.jpg cat
./imgs/cat/train_21.jpg cat
./imgs/cat/train_26.jpg cat
./imgs/cat/train_33.jpg cat
./imgs/cat/train_36.jpg cat
./imgs/cat/train_38.jpg cat
./imgs/cat/train_39.jpg cat
./imgs/cat/train_59.jpg cat
./imgs/cat/train_74.jpg cat
./imgs/cat/train_78.jpg cat
./imgs/cat/train_80.jpg cat
./imgs/cat/train_91.jpg cat
./imgs/cat/train_101.jpg cat
./imgs/cat/train_141.jpg cat
./imgs/cat/train_142.jpg cat
./imgs/cat/train_150.jpg cat
./imgs/cat/train_159.jpg cat
./imgs/cat/train_169.jpg cat
./imgs/cat/train_174.jpg cat
./imgs/cat/train_197.jpg cat
./imgs/cat/train_203.jpg cat
./imgs/cat/train_207.jpg cat
./imgs/cat/train_229.jpg cat
./imgs/cat/train_241.jpg cat
./imgs/cat/train_251.jpg cat
./imgs/cat/train_253.jpg cat
./imgs/cat/train_258.jpg cat
./imgs/cat/train_266.jpg cat
./imgs/cat/train_287.jpg cat
./imgs/cat/train_314.jpg cat
./imgs/cat/train_315.jpg cat
./imgs/deer/train_3.jpg deer
./imgs/deer/train_10.jpg deer
./imgs/deer/train_20.jpg deer
./imgs/deer/train_28.jpg deer
./imgs/deer/train_34.jpg deer
./imgs/deer/train_58.jpg deer
./imgs/deer/train_66.jpg deer
./imgs/deer/train_82.jpg deer
./imgs/deer/train_86.jpg deer
./imgs/deer/train_89.jpg deer
./imgs/deer/train_98.jpg deer
./imgs/deer/train_130.jpg deer
./imgs/deer/train_145.jpg deer
./imgs/deer/train_149.jpg deer
./imgs/deer/train_153.jpg deer
./imgs/deer/train_158.jpg deer
./imgs/deer/train_162.jpg deer
./imgs/deer/train_175.jpg deer
./imgs/deer/train_180.jpg deer
./imgs/deer/train_247.jpg deer
